requested_work_id,award_position,award_openalex_id,award_display_name,funder_award_id,funder_openalex_id,funder_display_name,award_doi
W4297999240,13,G3722242190,,OMA-2137642,F4320338279,Air Force Office of Scientific Research,
W4297999240,14,G431725244,,FA9550-21-1-0209,F4320333591,Multidisciplinary University Research Initiative,
W4297999240,15,G4516736450,,-21-1-,F4320338279,Air Force Office of Scientific Research,
W4297999240,16,G4629941602,QuIC - TaQS: Interconnects for a Superconducting-Atomic Hybrid Quantum Network,2137642,F4320306076,National Science Foundation,
W4297999240,17,G4876042962,,OMA-1936118,F4320338279,Air Force Office of Scientific Research,
W4297999240,18,G4962106257,,W911NF-18-1-0212,F4320338281,Army Research Office,
W4297999240,19,G5298762856,,FA9550-21-1-0209,F4320338294,Air Force Research Laboratory,
W4297999240,20,G5659690140,,FA9550-19-1-0399,F4320306076,National Science Foundation,
W4297999240,21,G6167497367,,FA9550-19-1-0399,F4320338279,Air Force Office of Scientific Research,
W4297999240,22,G6518383159,,W911NF2110325,F4320338281,Army Research Office,
W4297999240,23,G6526646931,,FA9550-19-1-0399,F4320333591,Multidisciplinary University Research Initiative,
W4297999240,24,G657448715,,W911NF-16-1-,F4320338281,Army Research Office,
W4297999240,25,G7452299184,,W911NF,F4320338281,Army Research Office,
W4297999240,26,G7500482128,,W911NF-18-1-0212,F4320338279,Air Force Office of Scientific Research,
W4297999240,27,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4297999240,28,G7900882,,W911NF-16- 1-0349,F4320338281,Army Research Office,
W4297999240,29,G8289759875,,FA9550,F4320338294,Air Force Research Laboratory,
W4297999240,30,G8672390710,,2020-71479,F4320306079,David and Lucile Packard Foundation,
W4297999240,31,G922915270,QII-TAQS: Quantum Metrological Platform for Single-Molecule Bio-Sensing,1936118,F4320306076,National Science Foundation,
W3217270472,1,G1549524776,CAREER: Using Entanglement to Enhance Communication and Sensing in the Presence of Noise,2142882,F4320306076,National Science Foundation,
W3217270472,2,G2469973041,,N660012014029,F4320332180,Defense Advanced Research Projects Agency,
W3217270472,3,G498139845,,DE-AC02,F4320332359,Office of Science,
W3217270472,4,G5616713406,,DE-AC02-07CH11359,F4320306076,National Science Foundation,
W3217270472,5,G585908603,,AC02-07CH11359,F4320306084,U.S. Department of Energy,
W3217270472,6,G5954129427,,Young Faculty Award (YFA) Grant No. N660012014029,F4320332180,Defense Advanced Research Projects Agency,
W3217270472,7,G6538254113,,No. N660012014029,F4320332180,Defense Advanced Research Projects Agency,
W3217270472,8,G6598239468,,No. DE-AC02-07CH11359,F4320306084,U.S. Department of Energy,
W3217270472,9,G6671297155,,CAREER,F4320306076,National Science Foundation,
W3217270472,10,G716412294,,DE–AC02–07CH11359,F4320332359,Office of Science,
W3217270472,11,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W3217270472,12,G86560745,,DE‐AC02‐07CH11359,F4320306084,U.S. Department of Energy,
W3217270472,13,G969889393,,DE-AC02-,F4320306084,U.S. Department of Energy,
W4403714898,1,G4962106257,,W911NF-18-1-0212,F4320338281,Army Research Office,
W4403714898,2,G6167497367,,FA9550-19-1-0399,F4320338279,Air Force Office of Scientific Research,
W4403714898,3,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4403714898,4,G7900882,,W911NF-16- 1-0349,F4320338281,Army Research Office,
W4391876842,1,G1665575404,,601.QT.001,F4320321800,Nederlandse Organisatie voor Wetenschappelijk Onderzoek,
W4391876842,2,G22081376,,2020-2024,F4320321800,Nederlandse Organisatie voor Wetenschappelijk Onderzoek,
W4391876842,3,G4413222662,Collaborative Research: CNS Core: Medium: Design and Analysis of Quantum Networks for Entanglement Distribution,1955744,F4320306076,National Science Foundation,
W4391876842,4,G490769153,,601.QT.001-1,F4320321800,Nederlandse Organisatie voor Wetenschappelijk Onderzoek,
W4391876842,5,G6518383159,,W911NF2110325,F4320338281,Army Research Office,
W4391876842,6,G7340979536,,BGR2 17.269,F4320321800,Nederlandse Organisatie voor Wetenschappelijk Onderzoek,
W4391876842,7,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4391876842,8,G8156015469,,2020-2024,F4320306076,National Science Foundation,
W4407125586,1,G1549524776,CAREER: Using Entanglement to Enhance Communication and Sensing in the Presence of Noise,2142882,F4320306076,National Science Foundation,
W4407125586,2,G1872762428,,N000142312296,F4320337345,Office of Naval Research,
W4407125586,3,G2469973041,,N660012014029,F4320332180,Defense Advanced Research Projects Agency,
W4407125586,4,G6671297155,,CAREER,F4320306076,National Science Foundation,
W4407125586,5,G69013661,QuSeC-TAQS: Sensing-Intelligence on The Move: Quantum-Enhanced Optical Diagnosis of Crop Diseases,2326746,F4320306076,National Science Foundation,
W4407125586,6,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4407125586,7,G8876996369,,N00014,F4320337345,Office of Naval Research,
W4417148797,1,G102163711,,DE‐ AC02‐06CH11357,F4320306084,U.S. Department of Energy,
W4417148797,2,G1162011400,,W911NF1810432,F4320338281,Army Research Office,
W4417148797,3,G1286251239,,DE-AC02,F4320337480,Basic Energy Sciences,
W4417148797,4,G1313983767,,DE-AC02,F4320338284,Argonne National Laboratory,
W4417148797,5,G1371292424,,RS‐2022‐NR068818,F4320322120,National Research Foundation of Korea,
W4417148797,6,G1587441952,,ECS-0335765,F4320309622,Harvard University,
W4417148797,7,G1639952346,,1231319,F4320337367,Division of Materials Research,
W4417148797,8,G214891862,,26E0011,F4320322091,Korea Institute of Science and Technology,
W4417148797,9,G2258931405,,ECS-0335765,F4320306084,U.S. Department of Energy,
W4417148797,10,G2614460161,,-2022,F4320334593,Natural Sciences and Engineering Research Council of Canada,
W4417148797,11,G3311699245,Center for Integrated Quantum Materials,1231319,F4320306076,National Science Foundation,
W4417148797,12,G3576276198,,ECS- 03-35765,F4320306076,National Science Foundation,
W4417148797,13,G3663437387,,FA9550-23-1-0333,F4320337345,Office of Naval Research,
W4417148797,14,G3908502130,,N00014-20-1-2425,F4320337345,Office of Naval Research,
W4417148797,15,G4700831490,,2022-,F4320335489,Institute for Information and Communications Technology Promotion,
W4417148797,16,G485488592,,A50791,F4320310598,Amazon Web Services,
W4417148797,17,G498139845,,DE-AC02,F4320332359,Office of Science,
W4417148797,18,G5409325224,,ECS-0335765,F4320332359,Office of Science,
W4417148797,19,G5656270699,,202160592,F4320334764,Japan Society for the Promotion of Science,
W4417148797,20,G5797314621,,26E0001,F4320322091,Korea Institute of Science and Technology,
W4417148797,21,G5880207346,,RS-2025-25464657,F4320322120,National Research Foundation of Korea,
W4417148797,22,G6075373719,,DMR-1231319,F4320306084,U.S. Department of Energy,
W4417148797,23,G6098521345,,FA9550,F4320337345,Office of Naval Research,
W4417148797,24,G6205573587,NNIN: National Nanotechnology Infrastructure Network,0335765,F4320306076,National Science Foundation,
W4417148797,25,G685872758,,GTL25011‐000,F4320325370,National Research Council of Science and Technology,
W4417148797,26,G7262863754,,1941583,F4320306084,U.S. Department of Energy,
W4417148797,27,G7444832178,,EEC-1941583,F4320306084,U.S. Department of Energy,
W4417148797,28,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4417148797,29,G7805567527,,GTL25011-000,F4320328359,"Ministry of Science and ICT, South Korea",
W4417148797,30,G875209366,,DMR-1231319,F4320337367,Division of Materials Research,
W4417148797,31,G8861330349,,ECS-0335765,F4320338284,Argonne National Laboratory,
W4417148797,32,G8876996369,,N00014,F4320337345,Office of Naval Research,
W4417148797,33,G8898047084,,ECS-0335765,F4320337345,Office of Naval Research,
W4417148797,34,G969889393,,DE-AC02-,F4320306084,U.S. Department of Energy,
W3159625036,1,G1829052184,,N00014-19-1-2189,F4320337345,Office of Naval Research,
W3159625036,2,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W3159625036,3,G8876996369,,N00014,F4320337345,Office of Naval Research,
W3093986290,1,G1482135624,,W911NF-18-1-0020,F4320338279,Air Force Office of Scientific Research,
W3093986290,2,G1523888516,,FA9550-,F4320338279,Air Force Office of Scientific Research,
W3093986290,3,G165179637,,W911NF1610349,F4320333591,Multidisciplinary University Research Initiative,
W3093986290,4,G1799408541,,EEC-1941583,F4320338279,Air Force Office of Scientific Research,
W3093986290,5,G2598085392,,W911NF-16-1-0349,F4320338279,Air Force Office of Scientific Research,
W3093986290,6,G3067963855,,W911NF-18-1-0020,F4320338281,Army Research Office,
W3093986290,7,G3392305090,,-16-1-,F4320338279,Air Force Office of Scientific Research,
W3093986290,8,G3663418429,,2013-39273,F4320306076,National Science Foundation,
W3093986290,9,G4211410756,,2013-39273,F4320306079,David and Lucile Packard Foundation,
W3093986290,10,G4876042962,,OMA-1936118,F4320338279,Air Force Office of Scientific Research,
W3093986290,11,G4962106257,,W911NF-18-1-0212,F4320338281,Army Research Office,
W3093986290,12,G5327073570,,DE-SC0019406,F4320338279,Air Force Office of Scientific Research,
W3093986290,13,G5659690140,,FA9550-19-1-0399,F4320306076,National Science Foundation,
W3093986290,14,G6141599669,,EFMA-1640959,F4320338279,Air Force Office of Scientific Research,
W3093986290,15,G6167497367,,FA9550-19-1-0399,F4320338279,Air Force Office of Scientific Research,
W3093986290,16,G6526646931,,FA9550-19-1-0399,F4320333591,Multidisciplinary University Research Initiative,
W3093986290,17,G657448715,,W911NF-16-1-,F4320338281,Army Research Office,
W3093986290,18,G7444832178,,EEC-1941583,F4320306084,U.S. Department of Energy,
W3093986290,19,G7452299184,,W911NF,F4320338281,Army Research Office,
W3093986290,20,G7500482128,,W911NF-18-1-0212,F4320338279,Air Force Office of Scientific Research,
W3093986290,21,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W3093986290,22,G7900882,,W911NF-16- 1-0349,F4320338281,Army Research Office,
W3093986290,23,G8209510840,"HYBRID QUANTUM SYSTEMS: SPINS, PHOTONS AND SUPERCONDUCTING QUBITS",DESC0019406,F4320306084,U.S. Department of Energy,
W3093986290,24,G8657819275,,W911NF-18-1-0020,F4320332180,Defense Advanced Research Projects Agency,
W3093986290,25,G8778025950,EFRI ACQUIRE: Integrated Nanophotonic Solid State Memories for Telecom Wavelength Quantum Repeaters,1640959,F4320306076,National Science Foundation,
W3093986290,26,G922915270,QII-TAQS: Quantum Metrological Platform for Single-Molecule Bio-Sensing,1936118,F4320306076,National Science Foundation,
W4410805632,1,G1404049065,,FA9550-21-1-0209,F4320338279,Air Force Office of Scientific Research,
W4410805632,2,G1442400458,QuSeC-TAQS: Nanoscale Covariance Magnetometry with Diamond Quantum Sensors,2326767,F4320306076,National Science Foundation,
W4410805632,3,G1932254719,,HR0011-24-9-0361,F4320332180,Defense Advanced Research Projects Agency,
W4410805632,4,G4629941602,QuIC - TaQS: Interconnects for a Superconducting-Atomic Hybrid Quantum Network,2137642,F4320306076,National Science Foundation,
W4410805632,5,G4848018484,,FA9550-23- 1-0338,F4320338279,Air Force Office of Scientific Research,
W4410805632,6,G6167497367,,FA9550-19-1-0399,F4320338279,Air Force Office of Scientific Research,
W4410805632,7,G7262863754,,1941583,F4320306084,U.S. Department of Energy,
W4410805632,8,G7796153478,,HR0011-24-9-0359,F4320332180,Defense Advanced Research Projects Agency,
W4410805632,9,G8232580466,Collaborative Research: FET: Medium: Design and Implementation of Quantum Databases,2312755,F4320306076,National Science Foundation,
W4410805632,10,G8672390710,,2020-71479,F4320306079,David and Lucile Packard Foundation,
W4410805632,11,G922915270,QII-TAQS: Quantum Metrological Platform for Single-Molecule Bio-Sensing,1936118,F4320306076,National Science Foundation,
W4401251997,1,G1872762428,,N000142312296,F4320337345,Office of Naval Research,
W4401251997,2,G69013661,QuSeC-TAQS: Sensing-Intelligence on The Move: Quantum-Enhanced Optical Diagnosis of Crop Diseases,2326746,F4320306076,National Science Foundation,
W4401251997,3,G6941843737,CAREER: Using Entanglement to Enhance Communication and Sensing in the Presence of Noise,2240641,F4320306076,National Science Foundation,
W4401251997,4,G7581981735,C: Quantum-Enhanced Inertial Measurement Unit (QEIMU),2330310,F4320306076,National Science Foundation,
W4408450106,1,G1404049065,,FA9550-21-1-0209,F4320338279,Air Force Office of Scientific Research,
W4408450106,2,G2882288540,,W911NF2310077,F4320338281,Army Research Office,
W4408450106,3,G3162985271,,W911NF2110325,F4320333591,Multidisciplinary University Research Initiative,
W4408450106,4,G3643082302,,project EP/T001011/1,F4320334627,Engineering and Physical Sciences Research Council,
W4408450106,5,G4629941602,QuIC - TaQS: Interconnects for a Superconducting-Atomic Hybrid Quantum Network,2137642,F4320306076,National Science Foundation,
W4408450106,6,G6167497367,,FA9550-19-1-0399,F4320338279,Air Force Office of Scientific Research,
W4408450106,7,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4408450106,8,G8672390710,,2020-71479,F4320306079,David and Lucile Packard Foundation,
W4408450106,9,G922915270,QII-TAQS: Quantum Metrological Platform for Single-Molecule Bio-Sensing,1936118,F4320306076,National Science Foundation,
W7131071679,1,G1442400458,QuSeC-TAQS: Nanoscale Covariance Magnetometry with Diamond Quantum Sensors,2326767,F4320306076,National Science Foundation,
W7131071679,2,G1932254719,,HR0011-24-9-0361,F4320332180,Defense Advanced Research Projects Agency,
W7131071679,3,G2145085266,,FA9550-23-1-0338,F4320333591,Multidisciplinary University Research Initiative,
W7131071679,4,G2882288540,,W911NF2310077,F4320338281,Army Research Office,
W7131071679,5,G3162985271,,W911NF2110325,F4320333591,Multidisciplinary University Research Initiative,
W7131071679,6,G431725244,,FA9550-21-1-0209,F4320333591,Multidisciplinary University Research Initiative,
W7131071679,7,G4629941602,QuIC - TaQS: Interconnects for a Superconducting-Atomic Hybrid Quantum Network,2137642,F4320306076,National Science Foundation,
W7131071679,8,G6526646931,,FA9550-19-1-0399,F4320333591,Multidisciplinary University Research Initiative,
W7131071679,9,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W7131071679,10,G7796153478,,HR0011-24-9-0359,F4320332180,Defense Advanced Research Projects Agency,
W7131071679,11,G8232580466,Collaborative Research: FET: Medium: Design and Implementation of Quantum Databases,2312755,F4320306076,National Science Foundation,
W7131071679,12,G8672390710,,2020-71479,F4320306079,David and Lucile Packard Foundation,
W7131071679,13,G878601127,,DE-AC02-06CH11357,F4320337506,Advanced Scientific Computing Research,
W7131071679,14,G922915270,QII-TAQS: Quantum Metrological Platform for Single-Molecule Bio-Sensing,1936118,F4320306076,National Science Foundation,
W4404403687,1,G4198572546,QuIC-TAQS: Integrated Lithium Niobate Quantum Photonics Platform,2137723,F4320306076,National Science Foundation,
W4404403687,2,G4720003262,,N00014-22,F4320337345,Office of Naval Research,
W4404403687,3,G6906440423,QuIC-TAQS: Implementation of a Neutral-Atom-Photonic-Cluster State,2138068,F4320306076,National Science Foundation,
W4404403687,4,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4404403687,5,G763165814,,HR0011‐20‐C‐0137,F4320332180,Defense Advanced Research Projects Agency,
W4404403687,6,G8862277691,,80NSSC22K0262,F4320306101,National Aeronautics and Space Administration,
W4404403687,7,G8876996369,,N00014,F4320337345,Office of Naval Research,
W4404403687,8,G8883787402,,N00014-22-C-1041,F4320337345,Office of Naval Research,
W4318620813,1,G1404049065,,FA9550-21-1-0209,F4320338279,Air Force Office of Scientific Research,
W4318620813,2,G1432373144,,W911NF-21-1-,F4320338281,Army Research Office,
W4318620813,3,G1523888516,,FA9550-,F4320338279,Air Force Office of Scientific Research,
W4318620813,4,G1770223817,,FA864921P0781,F4320338294,Air Force Research Laboratory,
W4318620813,5,G3162985271,,W911NF2110325,F4320333591,Multidisciplinary University Research Initiative,
W4318620813,6,G3230488186,,FA9550-18-1-0148,F4320338279,Air Force Office of Scientific Research,
W4318620813,7,G3722242190,,OMA-2137642,F4320338279,Air Force Office of Scientific Research,
W4318620813,8,G4251481996,DISTRIBUTED QUANTUM INFORMATION: THEORY AND APPLICATIONS,DESC0020360,F4320306084,U.S. Department of Energy,
W4318620813,9,G431725244,,FA9550-21-1-0209,F4320333591,Multidisciplinary University Research Initiative,
W4318620813,10,G4516736450,,-21-1-,F4320338279,Air Force Office of Scientific Research,
W4318620813,11,G4578494242,,FA9550-21-1-0008,F4320338279,Air Force Office of Scientific Research,
W4318620813,12,G4629941602,QuIC - TaQS: Interconnects for a Superconducting-Atomic Hybrid Quantum Network,2137642,F4320306076,National Science Foundation,
W4318620813,13,G479317180,"CAREER: Near-term quantum computing: achieving quantum advantage, and next steps",2044923,F4320306076,National Science Foundation,
W4318620813,14,G4876042962,,OMA-1936118,F4320338279,Air Force Office of Scientific Research,
W4318620813,15,G5298762856,,FA9550-21-1-0209,F4320338294,Air Force Research Laboratory,
W4318620813,16,G5659690140,,FA9550-19-1-0399,F4320306076,National Science Foundation,
W4318620813,17,G6167497367,,FA9550-19-1-0399,F4320338279,Air Force Office of Scientific Research,
W4318620813,18,G6518383159,,W911NF2110325,F4320338281,Army Research Office,
W4318620813,19,G6526646931,,FA9550-19-1-0399,F4320333591,Multidisciplinary University Research Initiative,
W4318620813,20,G6671297155,,CAREER,F4320306076,National Science Foundation,
W4318620813,21,G7452299184,,W911NF,F4320338281,Army Research Office,
W4318620813,22,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4318620813,23,G8289759875,,FA9550,F4320338294,Air Force Research Laboratory,
W4318620813,24,G922915270,QII-TAQS: Quantum Metrological Platform for Single-Molecule Bio-Sensing,1936118,F4320306076,National Science Foundation,
W4404404382,1,G1592605995,,NRF2022‐ QEP2‐01‐P07,F4320320709,National Research Foundation Singapore,
W4404404382,2,G1934589161,,NRF-NRFF15-2023-0005,F4320320709,National Research Foundation Singapore,
W4404404382,3,G3466045591,,NRFF15-2023-0005,F4320320709,National Research Foundation Singapore,
W4404404382,4,G4198572546,QuIC-TAQS: Integrated Lithium Niobate Quantum Photonics Platform,2137723,F4320306076,National Science Foundation,
W4404404382,5,G485488592,,A50791,F4320310598,Amazon Web Services,
W4404404382,6,G595790433,Training-Dissemination,2p41eb015903-11a1,F4320332161,National Institutes of Health,
W4404404382,7,G6906440423,QuIC-TAQS: Implementation of a Neutral-Atom-Photonic-Cluster State,2138068,F4320306076,National Science Foundation,
W4404404382,8,G7370456878,,NRF-2022M3K4A1094782,F4320324161,Korea Advanced Institute of Science and Technology,
W4404404382,9,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4404404382,10,G763165814,,HR0011‐20‐C‐0137,F4320332180,Defense Advanced Research Projects Agency,
W4404404382,11,G8862277691,,80NSSC22K0262,F4320306101,National Aeronautics and Space Administration,
W4386793408,1,G1404049065,,FA9550-21-1-0209,F4320338279,Air Force Office of Scientific Research,
W4386793408,2,G1432373144,,W911NF-21-1-,F4320338281,Army Research Office,
W4386793408,3,G1523888516,,FA9550-,F4320338279,Air Force Office of Scientific Research,
W4386793408,4,G2882288540,,W911NF2310077,F4320338281,Army Research Office,
W4386793408,5,G3162985271,,W911NF2110325,F4320333591,Multidisciplinary University Research Initiative,
W4386793408,6,G3722242190,,OMA-2137642,F4320338279,Air Force Office of Scientific Research,
W4386793408,7,G3990184095,,FA9550-21-1-0209,F4320309626,University of Chicago,
W4386793408,8,G431725244,,FA9550-21-1-0209,F4320333591,Multidisciplinary University Research Initiative,
W4386793408,9,G4516736450,,-21-1-,F4320338279,Air Force Office of Scientific Research,
W4386793408,10,G4629941602,QuIC - TaQS: Interconnects for a Superconducting-Atomic Hybrid Quantum Network,2137642,F4320306076,National Science Foundation,
W4386793408,11,G4876042962,,OMA-1936118,F4320338279,Air Force Office of Scientific Research,
W4386793408,12,G5659690140,,FA9550-19-1-0399,F4320306076,National Science Foundation,
W4386793408,13,G6167497367,,FA9550-19-1-0399,F4320338279,Air Force Office of Scientific Research,
W4386793408,14,G6518383159,,W911NF2110325,F4320338281,Army Research Office,
W4386793408,15,G6526646931,,FA9550-19-1-0399,F4320333591,Multidisciplinary University Research Initiative,
W4386793408,16,G7452299184,,W911NF,F4320338281,Army Research Office,
W4386793408,17,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4386793408,18,G922915270,QII-TAQS: Quantum Metrological Platform for Single-Molecule Bio-Sensing,1936118,F4320306076,National Science Foundation,
W4282972896,1,G2720515439,,W911NF1910296,F4320338281,Army Research Office,
W4282972896,2,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4385849264,1,G1910132285,RAISE-TAQS: Room-Temperature Quantum Sensing and Computation using DNA-based Excitonic Circuits,1839155,F4320306076,National Science Foundation,
W4385849264,2,G3162985271,,W911NF2110325,F4320333591,Multidisciplinary University Research Initiative,
W4385849264,3,G4800547303,,1747426,F4320337367,Division of Materials Research,
W4385849264,4,G4944074465,Convergence QL: Workshop Series: Cross- Sector Connections in Quantum Leap,1747426,F4320306076,National Science Foundation,
W4385849264,5,G5298095028,,DMR-1747426,F4320337367,Division of Materials Research,
W4385849264,6,G6518383159,,W911NF2110325,F4320338281,Army Research Office,
W4385849264,7,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4399152032,1,G2618903147,,AK0000000018297,F4320306084,U.S. Department of Energy,
W4399152032,2,G4413222662,Collaborative Research: CNS Core: Medium: Design and Analysis of Quantum Networks for Entanglement Distribution,1955744,F4320306076,National Science Foundation,
W4399152032,3,G7444832178,,EEC-1941583,F4320306084,U.S. Department of Energy,
W4399152032,4,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4226513789,1,G1404049065,,FA9550-21-1-0209,F4320338279,Air Force Office of Scientific Research,
W4226513789,2,G1432373144,,W911NF-21-1-,F4320338281,Army Research Office,
W4226513789,3,G1482135624,,W911NF-18-1-0020,F4320338279,Air Force Office of Scientific Research,
W4226513789,4,G1523888516,,FA9550-,F4320338279,Air Force Office of Scientific Research,
W4226513789,5,G165179637,,W911NF1610349,F4320333591,Multidisciplinary University Research Initiative,
W4226513789,6,G1770223817,,FA864921P0781,F4320338294,Air Force Research Laboratory,
W4226513789,7,G1799408541,,EEC-1941583,F4320338279,Air Force Office of Scientific Research,
W4226513789,8,G2598085392,,W911NF-16-1-0349,F4320338279,Air Force Office of Scientific Research,
W4226513789,9,G3067963855,,W911NF-18-1-0020,F4320338281,Army Research Office,
W4226513789,10,G3162985271,,W911NF2110325,F4320333591,Multidisciplinary University Research Initiative,
W4226513789,11,G3392305090,,-16-1-,F4320338279,Air Force Office of Scientific Research,
W4226513789,12,G3722242190,,OMA-2137642,F4320338279,Air Force Office of Scientific Research,
W4226513789,13,G431725244,,FA9550-21-1-0209,F4320333591,Multidisciplinary University Research Initiative,
W4226513789,14,G4516736450,,-21-1-,F4320338279,Air Force Office of Scientific Research,
W4226513789,15,G4629941602,QuIC - TaQS: Interconnects for a Superconducting-Atomic Hybrid Quantum Network,2137642,F4320306076,National Science Foundation,
W4226513789,16,G4876042962,,OMA-1936118,F4320338279,Air Force Office of Scientific Research,
W4226513789,17,G4962106257,,W911NF-18-1-0212,F4320338281,Army Research Office,
W4226513789,18,G5298762856,,FA9550-21-1-0209,F4320338294,Air Force Research Laboratory,
W4226513789,19,G5659690140,,FA9550-19-1-0399,F4320306076,National Science Foundation,
W4226513789,20,G6167497367,,FA9550-19-1-0399,F4320338279,Air Force Office of Scientific Research,
W4226513789,21,G6518383159,,W911NF2110325,F4320338281,Army Research Office,
W4226513789,22,G6526646931,,FA9550-19-1-0399,F4320333591,Multidisciplinary University Research Initiative,
W4226513789,23,G657448715,,W911NF-16-1-,F4320338281,Army Research Office,
W4226513789,24,G7452299184,,W911NF,F4320338281,Army Research Office,
W4226513789,25,G7500482128,,W911NF-18-1-0212,F4320338279,Air Force Office of Scientific Research,
W4226513789,26,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4226513789,27,G7900882,,W911NF-16- 1-0349,F4320338281,Army Research Office,
W4226513789,28,G8289759875,,FA9550,F4320338294,Air Force Research Laboratory,
W4226513789,29,G922915270,QII-TAQS: Quantum Metrological Platform for Single-Molecule Bio-Sensing,1936118,F4320306076,National Science Foundation,
W4281780324,1,G3162985271,,W911NF2110325,F4320333591,Multidisciplinary University Research Initiative,
W4281780324,2,G6518383159,,W911NF2110325,F4320338281,Army Research Office,
W4281780324,3,G6715895681,Collaborative Research: CNS Core: Medium: Design and Analysis of Quantum Networks for Entanglement Distribution,1955834,F4320306076,National Science Foundation,
W4281780324,4,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4307652542,1,G2469973041,,N660012014029,F4320332180,Defense Advanced Research Projects Agency,
W4307652542,2,G3410377079,CAREER: Photonic Quantum Machine Learning: From Architecture to Applications,2144057,F4320306076,National Science Foundation,
W4307652542,3,G6367525870,MRI: Development of Integrated Multi-Access Entangled-Photon Sources and Single-Photon Detector Array Instrument for Interdisciplinary Quantum Information Research,1828132,F4320306076,National Science Foundation,
W4307652542,4,G6671297155,,CAREER,F4320306076,National Science Foundation,
W4307652542,5,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4307652542,6,G8037367148,FET: Small: Spectrally Efficient High-dimensional Quantum Communications in an Integrated Quantum Photonic Platform,1907918,F4320306076,National Science Foundation,
W4362514750,1,G1549524776,CAREER: Using Entanglement to Enhance Communication and Sensing in the Presence of Noise,2142882,F4320306076,National Science Foundation,
W4362514750,2,G434337789,,HORIZON2020,F4320320300,European Commission,
W4362514750,3,G5443090575,,PE 0000023,F4320320300,European Commission,
W4362514750,4,G5680810776,Quantum readout techniques and technologies,862644,F4320320300,European Commission,
W4362514750,5,G6671297155,,CAREER,F4320306076,National Science Foundation,
W4362514750,6,G7576470222,NSF Engineering Research Center for Quantum Networks (CQN),1941583,F4320306076,National Science Foundation,
W4362514750,7,G777498305,,PE0000023-NQSTI,F4320320300,European Commission,
W4378499043,1,G1404049065,,FA9550-21-1-0209,F4320338279,Air Force Office of Scientific Research,
W4378499043,2,G1432373144,,W911NF-21-1-,F4320338281,Army Research Office,
W4378499043,3,G1523888516,,FA9550-,F4320338279,Air Force Office of Scientific Research,
W4378499043,4,G1770223817,,FA864921P0781,F4320338294,Air Force Research Laboratory,
W4378499043,5,G2882288540,,W911NF2310077,F4320338281,Army Research Office,
W4378499043,6,G3162985271,,W911NF2110325,F4320333591,Multidisciplinary University Research Initiative,
W4378499043,7,G3722242190,,OMA-2137642,F4320338279,Air Force Office of Scientific Research,
W4378499043,8,G431725244,,FA9550-21-1-0209,F4320333591,Multidisciplinary University Research Initiative,
W4378499043,9,G4516736450,,-21-1-,F4320338279,Air Force Office of Scientific Research,
W4378499043,10,G4629941602,QuIC - TaQS: Interconnects for a Superconducting-Atomic Hybrid Quantum Network,2137642,F4320306076,National Science Foundation,
W4378499043,11,G4876042962,,OMA-1936118,F4320338279,Air Force Office of Scientific Research,
W4378499043,12,G5298762856,,FA9550-21-1-0209,F4320338294,Air Force Research Laboratory,
W4378499043,13,G5659690140,,FA9550-19-1-0399,F4320306076,National Science Foundation,
W4378499043,14,G6167497367,,FA9550-19-1-0399,F4320338279,Air Force Office of Scientific Research,
W4378499043,15,G6518383159,,W911NF2110325,F4320338281,Army Research Office,
